customerID,age,gender,Contract,MonthlyCharges,TotalCharges,TechSupport,InternetService,tenure,PaperlessBilling,PaymentMethod,Churn
7014-ZZXAW,24,Female,Two year,24.25,1732.95,No internet service,No,71,Yes,Credit card (automatic),No
4385-GZQXV,28,Female,Month-to-month,94.45,1511.2,Yes,Fiber optic,16,Yes,Electronic check,Yes
7633-MVPUY,27,Male,Two year,59.75,3450.15,Yes,DSL,57,Yes,Electronic check,No
6366-ZGQGL,22,Male,Month-to-month,24.8,24.8,No,DSL,1,No,Bank transfer (automatic),Yes
4716-HHKQH,27,Male,Month-to-month,107.05,2172.05,Yes,Fiber optic,20,No,Electronic check,No
5940-AHUHD,24,Male,Month-to-month,70.6,70.6,No,Fiber optic,1,No,Mailed check,Yes
6432-TWQLB,22,Male,Month-to-month,85.4,401.1,Yes,Fiber optic,5,Yes,Electronic check,Yes
4484-GLZOU,21,Female,Month-to-month,105.05,5624.85,No,Fiber optic,52,Yes,Electronic check,Yes
3179-GBRWV,28,Male,Month-to-month,64.95,1339.8,No,DSL,21,Yes,Bank transfer (automatic),No
8645-KWHJO,19,Male,Month-to-month,55,771.95,Yes,DSL,14,Yes,Electronic check,No
4130-MZLCC,28,Female,Month-to-month,50.55,244.75,No,DSL,5,No,Bank transfer (automatic),No
0314-TKOSI,28,Female,Month-to-month,55.15,322.9,No,DSL,6,No,Mailed check,No
8229-MYEJZ,27,Female,Month-to-month,51.2,498.25,No,DSL,10,No,Electronic check,No
2080-SRCDE,27,Female,Month-to-month,25.4,25.4,No internet service,No,1,No,Mailed check,No
9577-WJVCQ,26,Female,Month-to-month,54.45,3687.75,No,DSL,68,No,Mailed check,No
9512-UIBFX,20,Male,Month-to-month,95.15,1779.95,No,Fiber optic,18,No,Mailed check,Yes
6202-DYYFX,28,Female,One year,76,1783.6,No,Fiber optic,22,Yes,Credit card (automatic),No
3808-HFKDE,25,Female,Month-to-month,44.35,927.15,No,DSL,20,Yes,Electronic check,No
5583-SXDAG,29,Male,Month-to-month,70,70,No,Fiber optic,1,No,Electronic check,Yes
3488-PGMQJ,22,Male,Month-to-month,74.5,606.55,No,Fiber optic,8,Yes,Electronic check,Yes
3580-REOAC,22,Male,Month-to-month,44.85,435.4,No,DSL,10,Yes,Credit card (automatic),Yes
7534-BFESC,24,Male,Month-to-month,76.1,1712.7,No,Fiber optic,24,Yes,Electronic check,Yes
3727-OWVYD,19,Male,One year,61.2,2021.2,No,DSL,35,No,Mailed check,No
2294-SALNE,26,Male,One year,86.8,1940.8,Yes,Fiber optic,23,No,Mailed check,No
4847-TAJYI,27,Female,Month-to-month,89.35,567.8,No,Fiber optic,6,Yes,Electronic check,No
1563-IWQEX,26,Female,Month-to-month,19.7,220.35,No internet service,No,12,No,Mailed check,No
8203-XJZRC,25,Male,Month-to-month,20.25,20.25,No internet service,No,1,No,Mailed check,No
6556-DBKZF,30,Female,Two year,76.05,5436.45,No,Fiber optic,71,No,Electronic check,No
6851-WEFYX,25,Male,Month-to-month,100.8,3437.5,No,Fiber optic,35,Yes,Electronic check,No
2985-JUUBZ,24,Male,Month-to-month,74.55,3015.75,No,DSL,40,Yes,Electronic check,No
6390-DSAZX,29,Female,Month-to-month,73.6,73.6,No,Fiber optic,1,Yes,Mailed check,Yes
0895-LMRSF,30,Male,One year,64.9,1509.8,No,DSL,23,Yes,Bank transfer (automatic),No
8098-LLAZX,23,Female,Month-to-month,95.45,396.1,No,Fiber optic,4,Yes,Electronic check,Yes
8266-VBFQL,22,Male,Month-to-month,90.4,356.65,Yes,Fiber optic,4,Yes,Electronic check,No
8181-YHCMF,23,Female,Two year,60.3,4109,Yes,DSL,68,No,Credit card (automatic),No
2240-HSJQD,28,Male,Month-to-month,81.85,3141.7,No,Fiber optic,38,Yes,Mailed check,No
1248-DYXUB,22,Male,Two year,24.8,1229.1,No internet service,No,52,No,Mailed check,No
0265-EDXBD,26,Male,Month-to-month,74.9,2303.35,No,Fiber optic,32,Yes,Electronic check,Yes
4115-BNPJY,29,Male,Two year,75.55,2054.4,Yes,DSL,29,No,Mailed check,No
3167-SNQPL,22,Male,Month-to-month,101.15,3741.85,No,Fiber optic,38,No,Electronic check,No
4091-TVOCN,30,Male,One year,78.75,3682.45,No,DSL,48,Yes,Credit card (automatic),No
1098-TDVUQ,24,Female,Month-to-month,19.25,19.25,No internet service,No,1,Yes,Bank transfer (automatic),No
7277-OZCGZ,27,Female,Month-to-month,89.05,1886.25,Yes,Fiber optic,22,Yes,Electronic check,No
1557-EMYVT,24,Female,Two year,115.05,4895.1,Yes,Fiber optic,43,No,Credit card (automatic),No
2799-ARNLO,23,Female,Month-to-month,69.35,341.6,No,Fiber optic,5,Yes,Electronic check,No
7563-BIUPC,22,Male,Month-to-month,80.6,415.55,No,Fiber optic,5,Yes,Electronic check,Yes
5027-YOCXN,28,Male,One year,110.05,5686.4,Yes,Fiber optic,51,No,Credit card (automatic),No
3973-SKMLN,19,Male,Two year,19.9,1355.1,No internet service,No,71,Yes,Credit card (automatic),No
2321-OMBXY,29,Female,One year,80.3,3058.65,Yes,DSL,38,No,Credit card (automatic),Yes
2840-XANRC,29,Male,Month-to-month,93.15,2231.05,No,Fiber optic,24,Yes,Electronic check,Yes
6745-JEFZB,26,Male,Month-to-month,91.5,3236.35,Yes,Fiber optic,35,Yes,Credit card (automatic),No
5020-ZSTTY,28,Female,One year,82.45,4350.1,Yes,DSL,54,No,Bank transfer (automatic),Yes
9880-TDQAC,20,Female,Two year,60,4264,Yes,DSL,72,Yes,Electronic check,No
8705-WZCYL,28,Male,Month-to-month,44.8,44.8,No,DSL,1,Yes,Electronic check,No
7102-JJVTX,19,Female,One year,48.6,422.3,No,DSL,9,No,Mailed check,No
8626-PTQGE,26,Male,Two year,60.05,4176.7,Yes,DSL,69,Yes,Bank transfer (automatic),No
4983-CLMLV,22,Female,Month-to-month,102.7,5138.1,Yes,Fiber optic,52,Yes,Credit card (automatic),No
5701-YVSVF,27,Female,Month-to-month,82.9,880.05,Yes,Fiber optic,11,Yes,Electronic check,No
5804-LEPIM,22,Female,Month-to-month,70.35,139.05,No,Fiber optic,2,Yes,Electronic check,Yes
5697-GOMBF,23,Female,Month-to-month,35.9,973.65,No,DSL,28,Yes,Electronic check,No
2739-CACDQ,24,Female,Month-to-month,82.65,1470.05,No,Fiber optic,17,Yes,Credit card (automatic),No
9385-EHGDO,21,Female,Two year,19.85,739.35,No internet service,No,35,Yes,Mailed check,No
9498-FIMXL,19,Female,One year,19.2,161.95,No internet service,No,8,Yes,Mailed check,No
2379-GYFLQ,26,Male,One year,94.9,4422.95,No,Fiber optic,46,Yes,Credit card (automatic),No
0122-OAHPZ,30,Female,Month-to-month,73.85,511.25,No,Fiber optic,7,Yes,Electronic check,Yes
2868-SNELZ,30,Female,Month-to-month,80.6,155.8,No,Fiber optic,2,No,Mailed check,Yes
4322-RCYMT,26,Male,One year,75.8,5293.95,Yes,DSL,68,Yes,Bank transfer (automatic),Yes
6680-NENYN,20,Female,Two year,104.6,4759.85,No,Fiber optic,43,Yes,Electronic check,Yes
2088-IEBAU,27,Female,Two year,88.15,6148.45,Yes,DSL,68,Yes,Electronic check,No
7982-VCELR,22,Female,Month-to-month,94.8,3565.65,No,Fiber optic,36,Yes,Credit card (automatic),No
1343-EHPYB,26,Male,Month-to-month,103.4,6603,No,Fiber optic,63,Yes,Electronic check,Yes
6035-BXTTY,20,Female,Month-to-month,54.65,1830.1,Yes,DSL,32,No,Bank transfer (automatic),No
6885-PKOAM,23,Female,Two year,85.75,6223.8,Yes,DSL,71,No,Credit card (automatic),No
7520-HQWJU,19,Female,Month-to-month,67.45,4508.65,No,DSL,66,Yes,Bank transfer (automatic),No
9639-BUJXT,26,Male,One year,20.5,1328.15,No internet service,No,63,No,Mailed check,No
5924-SNGKP,30,Female,One year,20.25,865,No internet service,No,41,Yes,Credit card (automatic),No
0021-IKXGC,20,Female,Month-to-month,72.1,72.1,No,Fiber optic,1,Yes,Electronic check,No
2034-GDRCN,30,Female,Month-to-month,90.4,168.2,No,Fiber optic,2,Yes,Electronic check,Yes
8966-SNIZF,23,Female,Two year,19.45,1303.5,No internet service,No,70,No,Bank transfer (automatic),No
6243-OZGFH,24,Female,Month-to-month,44.95,996.85,No,DSL,23,Yes,Electronic check,No
4654-DLAMQ,25,Female,One year,97,6430.9,No,Fiber optic,64,No,Bank transfer (automatic),No
0513-RBGPE,22,Male,Two year,62.8,2278.75,Yes,DSL,37,Yes,Credit card (automatic),No
5160-UXJED,28,Male,One year,44.6,681.4,No,DSL,17,No,Mailed check,No
4115-NZRKS,23,Female,Month-to-month,89.15,574.35,No,Fiber optic,7,Yes,Electronic check,No
0219-YTZUE,28,Male,Month-to-month,84.8,371.9,No,Fiber optic,4,Yes,Bank transfer (automatic),Yes
0623-IIHUG,29,Female,Month-to-month,41.9,840.1,No,DSL,21,Yes,Electronic check,Yes
4572-DVCGN,27,Female,Month-to-month,80.25,846,No,Fiber optic,10,Yes,Bank transfer (automatic),Yes
3351-NGXYI,19,Female,Month-to-month,54.1,889,No,DSL,16,Yes,Electronic check,No
8984-EYLLL,19,Male,Two year,105.25,6823.4,Yes,Fiber optic,64,Yes,Electronic check,No
9057-MSWCO,27,Male,Month-to-month,30.75,805.1,No,DSL,27,No,Credit card (automatic),Yes
9833-TGFHX,26,Male,One year,97.1,4016.75,No,Fiber optic,42,No,Electronic check,No
9294-TDIPC,23,Male,Month-to-month,20.2,83.75,No internet service,No,5,No,Mailed check,No
5229-DTFYB,22,Female,Two year,98.8,3959.15,Yes,Fiber optic,41,Yes,Bank transfer (automatic),No
0104-PPXDV,22,Male,One year,50.3,2878.55,No,DSL,58,No,Credit card (automatic),No
5176-LMJXE,21,Female,Two year,20.55,945.7,No internet service,No,47,Yes,Mailed check,No
3583-KRKMD,28,Male,Month-to-month,75.9,1373.05,Yes,Fiber optic,18,Yes,Bank transfer (automatic),No
1010-DIAUQ,25,Male,Month-to-month,96.5,492.55,No,Fiber optic,5,No,Bank transfer (automatic),Yes
9069-LGEUL,21,Male,Month-to-month,59.95,1406,No,DSL,23,Yes,Bank transfer (automatic),No
7302-ZHMHP,27,Female,Month-to-month,19.15,19.15,No internet service,No,1,No,Mailed check,No
9571-EDEBV,26,Male,One year,98.65,6962.85,No,Fiber optic,71,Yes,Credit card (automatic),No
3520-FJGCV,30,Male,Two year,112.6,8126.65,Yes,Fiber optic,72,Yes,Credit card (automatic),No
6563-VRERX,21,Male,One year,20.6,690.25,No internet service,No,33,No,Mailed check,No
0259-GBZSH,28,Male,Month-to-month,85.65,181.5,No,Fiber optic,2,Yes,Electronic check,Yes
6122-EFVKN,29,Male,Two year,35.75,830.8,Yes,DSL,24,No,Mailed check,No
2805-EDJPQ,25,Female,One year,99.75,5608.4,Yes,Fiber optic,56,Yes,Credit card (automatic),No
6862-CQUMB,28,Male,Month-to-month,96.1,3646.8,No,Fiber optic,37,Yes,Credit card (automatic),No
7156-MXBJE,20,Female,One year,85.1,3662.25,Yes,DSL,43,No,Credit card (automatic),No
6158-HDPXZ,27,Male,Month-to-month,25.35,25.35,No,DSL,1,No,Mailed check,No
9601-BRXPO,20,Female,Month-to-month,104.95,2566.5,Yes,Fiber optic,25,Yes,Bank transfer (automatic),Yes
2863-IMQDR,25,Female,Two year,89.65,5308.7,Yes,DSL,61,No,Electronic check,No
5686-CMAWK,20,Male,One year,86.75,1410.25,Yes,Fiber optic,17,No,Electronic check,No
5651-CRHKQ,28,Female,One year,86.2,3339.05,Yes,Fiber optic,41,Yes,Bank transfer (automatic),No
6905-NIQIN,25,Male,Month-to-month,50.65,50.65,No,DSL,1,No,Mailed check,Yes
8204-YJCLA,23,Male,Two year,64.8,4732.35,Yes,DSL,72,Yes,Bank transfer (automatic),No
5167-ZFFMM,30,Male,Month-to-month,90.85,90.85,No,Fiber optic,1,Yes,Credit card (automatic),Yes
6583-SZVGP,27,Male,Two year,108.1,5067.45,No,Fiber optic,48,Yes,Bank transfer (automatic),No
4895-TMWIR,22,Male,Month-to-month,19.95,214.75,No internet service,No,11,No,Mailed check,Yes
0533-BNWKF,24,Female,Month-to-month,85.45,4874.7,No,Fiber optic,55,Yes,Electronic check,Yes
1708-PBBOA,25,Female,One year,54.75,2348.45,Yes,DSL,42,Yes,Electronic check,No
8782-LKFPK,24,Male,Month-to-month,90.4,4063,No,Fiber optic,44,Yes,Mailed check,No
5522-JBWMO,29,Male,Month-to-month,44,44,No,DSL,1,No,Electronic check,No
3597-MVHJT,24,Female,Month-to-month,95.6,2595.25,No,Fiber optic,27,Yes,Bank transfer (automatic),No
9774-NRNAU,29,Male,Month-to-month,84.8,2309.55,Yes,DSL,27,Yes,Bank transfer (automatic),No
0224-RLWWD,29,Female,Month-to-month,44.3,89.3,No,DSL,2,Yes,Electronic check,No
9967-ATRFS,23,Female,Month-to-month,19.9,367.55,No internet service,No,19,No,Mailed check,No
3951-NJCVI,26,Female,Month-to-month,95.05,3944.5,No,Fiber optic,42,Yes,Electronic check,No
2977-CEBSX,23,Female,Two year,90.05,5965.95,Yes,DSL,66,Yes,Credit card (automatic),No
0177-PXBAT,29,Male,Month-to-month,109.9,3694.7,Yes,Fiber optic,33,Yes,Bank transfer (automatic),No
6599-CEBNN,19,Female,Month-to-month,73.95,2524.45,No,Fiber optic,34,Yes,Credit card (automatic),Yes
2519-ERQOJ,25,Male,Month-to-month,54.6,1803.7,Yes,DSL,33,Yes,Electronic check,No
5876-QMYLD,21,Female,One year,20.05,415.1,No internet service,No,23,No,Mailed check,No
2277-AXSDC,30,Female,One year,19.75,624.15,No internet service,No,32,No,Bank transfer (automatic),No
9442-JTWDL,28,Female,One year,20.05,237.7,No internet service,No,11,No,Credit card (automatic),No
0979-PHULV,22,Male,Month-to-month,99.45,7007.6,No,Fiber optic,69,Yes,Credit card (automatic),Yes
3067-SVMTC,29,Female,One year,55.9,3848.8,Yes,DSL,68,No,Bank transfer (automatic),No
5495-GPSRW,25,Male,Two year,19.7,419.4,No internet service,No,20,Yes,Mailed check,No
7606-BPHHN,30,Male,Two year,19.8,1468.75,No internet service,No,72,Yes,Credit card (automatic),No
4742-DRORA,27,Male,One year,95.4,5812,No,Fiber optic,60,Yes,Bank transfer (automatic),No
0111-KLBQG,21,Male,Month-to-month,93.95,2861.45,No,Fiber optic,32,Yes,Mailed check,No
4800-VHZKI,25,Female,Month-to-month,19.9,19.9,No internet service,No,1,Yes,Mailed check,Yes
7989-CHGTL,22,Male,Month-to-month,19.6,19.6,No internet service,No,1,Yes,Mailed check,Yes
0334-GDDSO,21,Male,Month-to-month,81.35,233.7,No,Fiber optic,3,Yes,Electronic check,Yes
4163-NCJAK,27,Female,One year,24.45,1066.15,No internet service,No,46,Yes,Bank transfer (automatic),No
5233-AOZUF,30,Female,Month-to-month,74.95,2149.05,No,Fiber optic,29,Yes,Electronic check,No
5973-EJGDP,26,Male,Month-to-month,87.35,4473,Yes,Fiber optic,51,Yes,Electronic check,No
1996-DBMUS,22,Female,Month-to-month,70.65,3545.05,No,Fiber optic,48,Yes,Bank transfer (automatic),No
7916-VCCPB,24,Female,Month-to-month,73.25,1195.75,No,Fiber optic,16,No,Bank transfer (automatic),No
4686-GEFRM,28,Male,Two year,98.7,6858.9,Yes,Fiber optic,70,Yes,Bank transfer (automatic),No
5249-QYHEX,22,Female,Two year,24.8,1024.7,No internet service,No,40,Yes,Mailed check,No
0578-SKVMF,26,Female,Month-to-month,83.3,1845.9,No,Fiber optic,22,No,Electronic check,Yes
5564-NEMQO,25,Female,Month-to-month,75.3,75.3,No,Fiber optic,1,Yes,Bank transfer (automatic),Yes
2233-FAGXV,22,Female,Month-to-month,24.3,132.25,No internet service,No,5,Yes,Mailed check,No
5605-IYGFG,26,Female,Month-to-month,69.85,515.45,No,Fiber optic,7,Yes,Bank transfer (automatic),No
7663-ZTEGJ,30,Male,One year,100.55,2830.45,Yes,Fiber optic,29,No,Credit card (automatic),No
3935-TBRZZ,29,Male,One year,25.7,1110.5,No internet service,No,44,No,Mailed check,No
8111-BKVDS,27,Female,Month-to-month,40.7,449.3,No,DSL,10,No,Bank transfer (automatic),No
2055-SIFSS,19,Female,Month-to-month,51.65,2838.55,No,DSL,55,No,Bank transfer (automatic),No
2806-MLNTI,30,Male,One year,105.1,5376.4,No,Fiber optic,52,Yes,Bank transfer (automatic),No
8734-DKSTZ,28,Female,Month-to-month,85.95,858.6,No,Fiber optic,10,No,Electronic check,No
4360-PNRQB,20,Male,Month-to-month,75.6,1395.05,No,Fiber optic,18,Yes,Bank transfer (automatic),No
6152-ONASV,27,Female,One year,58.25,3975.7,Yes,DSL,68,No,Bank transfer (automatic),No
9063-ZGTUY,30,Female,Month-to-month,19.4,1182.55,No internet service,No,61,Yes,Mailed check,Yes
7781-HVGMK,25,Female,Two year,65.2,4784.45,Yes,DSL,72,Yes,Credit card (automatic),No
2181-UAESM,21,Male,Month-to-month,53.45,119.5,No,DSL,2,No,Electronic check,No
2957-LOLHO,22,Male,Month-to-month,45.4,518.9,No,DSL,12,Yes,Bank transfer (automatic),Yes
6048-NJXHX,27,Male,Two year,19.75,899.45,No internet service,No,41,Yes,Electronic check,No
2320-SLKMB,19,Female,Month-to-month,44.45,1183.8,Yes,DSL,26,Yes,Credit card (automatic),No
4980-URKXC,24,Male,One year,20.85,720.05,No internet service,No,36,No,Bank transfer (automatic),No
4376-KFVRS,20,Male,Two year,114.05,8468.2,Yes,Fiber optic,72,Yes,Credit card (automatic),No
5886-VLQVU,23,Male,Month-to-month,89.85,3161.2,Yes,Fiber optic,35,Yes,Bank transfer (automatic),No
3577-AMVUX,22,Male,Month-to-month,55.05,55.05,Yes,DSL,1,No,Mailed check,No
0771-WLCLA,24,Female,Month-to-month,112.95,1882.55,Yes,Fiber optic,16,Yes,Electronic check,No
5628-RKIFK,24,Female,Month-to-month,101.55,5070.4,No,Fiber optic,49,No,Credit card (automatic),No
0206-TBWLC,22,Female,One year,114.65,6049.5,Yes,Fiber optic,54,Yes,Mailed check,No
2937-FTHUR,24,Female,Month-to-month,64.8,1166.7,No,DSL,18,No,Electronic check,No
1910-FMXJM,22,Female,Month-to-month,80.4,2937.65,No,Fiber optic,36,No,Electronic check,No
7752-XUSCI,29,Female,Month-to-month,105.9,6396.45,No,Fiber optic,60,Yes,Electronic check,Yes
4110-PFEUZ,25,Female,Month-to-month,69.55,69.55,No,Fiber optic,1,No,Mailed check,Yes
0732-OCQOC,30,Female,Two year,25.05,1270.25,No internet service,No,52,Yes,Bank transfer (automatic),No
5168-MSWXT,30,Male,Month-to-month,94.75,759.55,No,Fiber optic,8,Yes,Electronic check,No
1090-ESELR,29,Male,Two year,105.5,7611.55,Yes,Fiber optic,72,No,Bank transfer (automatic),No
8592-PLTMQ,27,Female,One year,24.7,1642.75,No internet service,No,64,No,Mailed check,No
5760-WRAHC,29,Female,Month-to-month,69.75,1545.4,Yes,DSL,22,Yes,Mailed check,No
8847-GEOOQ,26,Male,Month-to-month,60.2,3582.4,Yes,DSL,60,Yes,Bank transfer (automatic),No
0256-LTHVJ,23,Female,Month-to-month,81.05,2227.1,No,Fiber optic,28,Yes,Electronic check,Yes
4785-FCIFB,21,Female,Two year,24.4,1417.9,No internet service,No,61,No,Mailed check,No
8313-NDOIA,23,Female,Month-to-month,104.15,2494.65,No,Fiber optic,24,Yes,Electronic check,No
5149-CUZUJ,26,Male,One year,92.9,2768.35,Yes,Fiber optic,28,No,Bank transfer (automatic),No
0942-KOWSM,26,Female,Two year,80.8,2369.3,Yes,DSL,30,No,Bank transfer (automatic),No
4237-CLSMM,23,Male,Month-to-month,20,38,No internet service,No,2,No,Mailed check,No
1452-VOQCH,19,Male,Month-to-month,75.1,75.1,No,Fiber optic,1,Yes,Electronic check,No
4719-UMSIY,20,Male,Month-to-month,19.65,100.9,No internet service,No,6,No,Mailed check,No
6614-VBEGU,21,Female,Month-to-month,69.45,1614.05,No,DSL,24,Yes,Bank transfer (automatic),No
0880-TKATG,30,Male,Month-to-month,101.15,385.9,No,Fiber optic,4,No,Electronic check,Yes
3811-VBYBZ,30,Male,Month-to-month,99.8,673.25,No,Fiber optic,7,Yes,Electronic check,Yes
1480-BKXGA,29,Male,Two year,116.05,8404.9,Yes,Fiber optic,72,Yes,Bank transfer (automatic),No
2996-XAUVF,28,Male,Two year,40.05,2799.75,Yes,DSL,70,Yes,Mailed check,No
9076-AXYIK,23,Male,Two year,102.1,6538.45,Yes,Fiber optic,64,No,Electronic check,No
5968-XQIVE,21,Male,One year,89.7,6588.95,No,Fiber optic,72,Yes,Electronic check,No
8896-RAZCR,30,Female,Two year,19.9,868.1,No internet service,No,44,No,Mailed check,No
4640-UHDOS,22,Female,Month-to-month,55.95,734.35,No,DSL,13,No,Electronic check,Yes
4933-IKULF,29,Female,One year,20.65,330.6,No internet service,No,17,No,Mailed check,No
3583-EKAPL,28,Male,Month-to-month,55,55,No,DSL,1,Yes,Electronic check,Yes
1304-BCCFO,21,Male,Month-to-month,70.05,564.4,No,DSL,9,Yes,Mailed check,No
4104-PVRPS,27,Male,Month-to-month,53.6,1315.35,Yes,DSL,24,No,Mailed check,No
9399-APLBT,24,Female,Month-to-month,74.7,74.7,No,Fiber optic,1,Yes,Electronic check,Yes
2359-KMGLI,25,Male,Month-to-month,80.25,1861.5,No,Fiber optic,24,Yes,Electronic check,Yes
3780-DDGSE,22,Male,Month-to-month,76.05,2747.2,Yes,DSL,35,Yes,Electronic check,No
4431-EDMIQ,22,Female,Month-to-month,75.7,554.05,Yes,DSL,7,Yes,Electronic check,No
0306-JAELE,22,Male,Month-to-month,96.1,453.4,Yes,Fiber optic,5,Yes,Electronic check,Yes
6227-HWPWX,23,Female,Month-to-month,69,994.8,No,Fiber optic,15,No,Bank transfer (automatic),Yes
0486-LGCCH,21,Male,Two year,19.65,225.75,No internet service,No,11,No,Mailed check,No
0447-BEMNG,28,Female,Month-to-month,45.3,2145,No,DSL,48,Yes,Bank transfer (automatic),Yes
4612-SSVHJ,23,Female,Month-to-month,81.45,1671.6,No,Fiber optic,20,Yes,Electronic check,No
5168-MQQCA,21,Female,One year,108.5,8003.8,Yes,Fiber optic,72,Yes,Bank transfer (automatic),No
5949-XIKAE,21,Female,Month-to-month,83.55,680.05,No,Fiber optic,8,Yes,Electronic check,Yes
7971-HLVXI,27,Male,Two year,84.5,6130.85,No,Fiber optic,72,Yes,Credit card (automatic),No
9094-AZPHK,19,Female,Month-to-month,100.15,1415,No,Fiber optic,15,Yes,Electronic check,No
3649-JPUGY,19,Male,Two year,88.6,6201.95,Yes,DSL,72,Yes,Bank transfer (automatic),No
4472-LVYGI,27,Female,Two year,52.55, ,Yes,DSL,0,Yes,Bank transfer (automatic),No
8372-JUXUI,24,Male,Month-to-month,74.35,74.35,No,Fiber optic,1,Yes,Electronic check,Yes
3552-CTCYF,30,Male,Two year,104.8,6597.25,No,Fiber optic,63,Yes,Bank transfer (automatic),No
6778-YSNIH,29,Female,Month-to-month,59,114.15,No,DSL,2,Yes,Electronic check,No
0388-EOPEX,24,Female,Month-to-month,74.4,139.4,No,Fiber optic,2,Yes,Electronic check,Yes
5756-OZRIO,20,Male,One year,64.05,3902.6,No,DSL,61,No,Bank transfer (automatic),No
6579-JPICP,28,Male,Month-to-month,20.4,20.4,No internet service,No,1,No,Mailed check,No
8205-OTCHB,24,Male,One year,43.75,903.6,No,DSL,22,Yes,Bank transfer (automatic),Yes
4134-BSXLX,23,Male,Month-to-month,60.9,1785.65,Yes,DSL,28,No,Mailed check,No
0505-SPOOW,20,Female,Two year,19.8,1397.65,No internet service,No,70,No,Bank transfer (automatic),No
6235-VDHOM,27,Female,Month-to-month,28.45,131.05,No,DSL,5,No,Electronic check,Yes
7783-YKGDV,24,Female,Month-to-month,99.7,1238.45,No,Fiber optic,12,Yes,Bank transfer (automatic),Yes
4374-YMUSQ,23,Male,One year,116.25,3899.05,Yes,Fiber optic,34,No,Credit card (automatic),No
4513-CXYIX,26,Female,Two year,80.7,5676,No,Fiber optic,71,Yes,Credit card (automatic),No
3957-HHLMR,30,Female,One year,65.2,4543.15,No,DSL,70,No,Bank transfer (automatic),No
7803-XOCCZ,20,Female,Month-to-month,84.05,4326.8,Yes,Fiber optic,52,Yes,Bank transfer (automatic),No
5736-YEJAX,26,Male,Two year,79.45,5502.55,Yes,DSL,69,Yes,Credit card (automatic),No
5609-CEBID,28,Female,Month-to-month,94.1,1782.4,No,Fiber optic,20,Yes,Electronic check,Yes
8981-FJGLA,21,Male,Month-to-month,78,851.8,No,Fiber optic,11,Yes,Mailed check,No
7218-HKQFK,21,Male,Month-to-month,94.2,167.5,Yes,Fiber optic,2,Yes,Electronic check,Yes
4636-QRJKY,22,Female,Month-to-month,80.5,502.85,Yes,Fiber optic,6,Yes,Electronic check,Yes
1135-LMECX,26,Female,Month-to-month,19.85,19.85,No internet service,No,1,No,Mailed check,No
